BLTH;NAMA GARDU;prabayar;;;paska;;;total;;;kapasitas;tanggal pengukuran;beban;% pembebanan;Kategori HI
;;daya;transaksi;kwh;daya;plg;kwh;daya tersambung total (kVa);Jumlah Pelanggan tersambung total;kWh Jual;;;;;
;;;;;;;;;;;;;;;
Feb-23;BH081;542600;551;27391;111850;214;52614;654,45;765;80005;250;21/2/2023;124,74;50%;Baik
Feb-23;BH096;600800;832;37723;101000;338;62000;701,8;1170;99723;200;14/2/2023;140,936;70%;Cukup
Feb-23;BH100;240800;159;14116;62750;195;48360;303,55;354;62476;200;21/2/2023;80,502;40%;Baik
Feb-23;BH1003;50100;34;2813;21700;28;7452;71,8;62;10265;160;14/2/2023;13,74;9%;Baik
Feb-23;BH1004;0;0;0;66000;1;7943;66;1;7943;100;28/2/2023;25,565;26%;Baik
Feb-23;BH1012;0;0;0;53000;1;7429;53;1;7429;100;14/2/2023;13,066;13%;Baik
Feb-23;BH1015;0;0;0;197000;1;17463;197;1;17463;250;28/2/2023;29,294;12%;Baik
Feb-23;BH102;742800;703;29641;457050;204;51782;1199,85;907;81423;250;20/2/2023;121,393;49%;Baik
Feb-23;BH1028;0;0;0;105000;1;14277;105;1;14277;160;28/2/2023;32,705;20%;Baik
Feb-23;BH1030;0;0;0;53000;1;5082;53;1;5082;100;28/2/2023;12,19;12%;Baik
Feb-23;BH1042;277300;222;14256;230000;2;25746;507,3;224;40002;200;21/2/2023;28,951;14%;Baik
Feb-23;BH122;451650;505;21798;65700;196;36456;517,35;701;58254;200;20/2/2023;113,682;57%;Baik
Feb-23;BH129;404100;600;26500;280350;145;38200;684,45;745;64700;160;13/2/2023;105,613;66%;Cukup
Feb-23;BH135;76800;51;4474;38250;84;20772;115,05;135;25246;100;14/2/2023;50,411;50%;Baik
Feb-23;BH139;103200;32;5785;156200;27;38301;259,4;59;44086;100;27/2/2023;74,813;75%;Cukup
Feb-23;BH141;128500;33;8040;321800;26;25319;450,3;59;33359;160;27/2/2023;25,172;16%;Baik
Feb-23;BH142;89100;37;5456;164500;24;25490;253,6;61;30946;100;27/2/2023;49,422;49%;Baik
Feb-23;BH146;0;0;0;53000;1;14540;53;1;14540;100;28/2/2023;33,906;34%;Baik
Feb-23;BH147;776200;378;40307;71800;34;16937;848;412;57244;100;27/2/2023;30,811;31%;Baik
Feb-23;BH149;70500;39;3797;52200;29;8744;122,7;68;12541;100;20/2/2023;94,745;95%;Kurang
Feb-23;BH161;0;0;0;66000;1;9636;66;1;9636;100;28/2/2023;30,215;30%;Baik
Feb-23;BH188;50700;14;1890;2200;2;397;52,9;16;2287;160;21/2/2023;102,638;64%;Cukup
Feb-23;BH190;42800;5;2489;174400;24;34141;217,2;29;36630;200;27/2/2023;117,903;59%;Baik
Feb-23;BH192;6600;3;167;141600;13;21729;148,2;16;21896;200;27/2/2023;69,413;35%;Baik
Feb-23;BH193;324450;129;16225;201000;105;53595;525,45;234;69820;200;27/2/2023;106,745;53%;Baik
Feb-23;BH197;179700;49;6642;33200;9;3853;212,9;58;10495;100;27/2/2023;21,083;21%;Baik
Feb-23;BH206;129300;94;8025;27000;114;26820;156,3;208;34845;200;14/2/2023;68,459;34%;Baik
Feb-23;BH208;24600;8;651;48000;5;2635;72,6;13;3286;100;27/2/2023;14,636;15%;Baik
Feb-23;BH210;0;0;0;147000;1;12861;147;1;12861;250;27/2/2023;63,987;26%;Baik
Feb-23;BH211;280800;221;12303;79050;118;29733;359,85;339;42036;250;20/2/2023;224,146;90%;Kurang
Feb-23;BH213;0;0;0;112400;7;11676;112,4;7;11676;100;28/2/2023;14,05;14%;Baik
Feb-23;BH221;703800;440;33099;109650;91;23663;813,45;531;56762;160;20/2/2023;121,16;76%;Cukup
Feb-23;BH235;344850;228;15831;76800;155;43579;421,65;383;59410;160;27/2/2023;96,048;60%;Cukup
Feb-23;BH236;565600;927;38243;106100;167;35247;671,7;1094;73490;200;13/2/2023;138,461;69%;Cukup
Feb-23;BH245;3900;3;57;197000;1;27280;200,9;4;27337;200;28/2/2023;29,527;15%;Baik
Feb-23;BH247;42000;35;1808;35400;26;7872;77,4;61;9680;100;28/2/2023;35,112;35%;Baik
Feb-23;BH260;0;0;0;197000;1;29567;197;1;29567;200;28/2/2023;31,598;16%;Baik
Feb-23;BH264;132450;124;7563;47250;42;7693;179,7;166;15256;160;13/2/2023;27,615;17%;Baik
Feb-23;BH273;584300;585;22712;119500;307;58464;703,8;892;81176;160;14/2/2023;129,627;81%;Kurang
Feb-23;BH287;475700;661;31788;137050;290;59808;612,75;951;91596;160;20/2/2023;136,228;85%;Kurang
Feb-23;BH293;53800;50;1885;114750;346;78042;168,55;396;79927;200;20/2/2023;22,635;11%;Baik
Feb-23;BH294;0;0;0;82500;1;6128;82,5;1;6128;160;28/2/2023;20,42;13%;Baik
Feb-23;BH310;393200;185;16914;160200;153;52892;553,4;338;69806;160;27/2/2023;103,78;65%;Cukup
Feb-23;BH311;475050;301;21895;14300;34;8643;489,35;335;30538;100;21/2/2023;39,501;40%;Baik
Feb-23;BH325;284400;260;15338;71650;43;20098;356,05;303;35436;250;6/2/2023;66,82;27%;Baik
Feb-23;BH332;366850;248;17559;72500;181;52906;439,35;429;70465;200;27/2/2023;114,822;57%;Baik
Feb-23;BH345;610600;624;36520;79050;194;44190;689,65;818;80710;160;20/2/2023;122,092;76%;Cukup
Feb-23;BH362;0;0;0;230000;2;28702;230;2;28702;250;28/2/2023;25,876;10%;Baik
Feb-23;BH363;656000;691;37805;296100;215;50111;952,1;906;87916;160;13/2/2023;99,531;62%;Cukup
Feb-23;BH364;160200;107;10380;58950;75;17934;219,15;182;28314;200;27/2/2023;152,382;76%;Cukup
Feb-23;BH384;633250;522;33987;120050;215;48385;753,3;737;82372;160;21/2/2023;57,06;36%;Baik
Feb-23;BH402;226900;138;14192;47350;201;49802;274,25;339;63994;200;27/2/2023;114,84;57%;Baik
Feb-23;BH417;462250;674;29957;75000;304;52868;537,25;978;82825;160;20/2/2023;140,874;88%;Kurang
Feb-23;BH419;7700;1;245;59300;9;9969;67;10;10214;100;27/2/2023;5,22;5%;Baik
Feb-23;BH422;207400;26;2178;198700;44;28260;406,1;70;30438;250;27/2/2023;38,288;15%;Baik
Feb-23;BH425;0;0;0;33000;1;1320;33;1;1320;50;27/2/2023;0,692;1%;Baik
Feb-23;BH431;456350;475;19979;109450;266;58217;565,8;741;78196;250;20/2/2023;115,556;46%;Baik
Feb-23;BH433;194450;116;11493;111350;184;59347;305,8;300;70840;160;21/2/2023;93,617;59%;Baik
Feb-23;BH434;100000;65;6672;93050;98;38451;193,05;163;45123;100;14/2/2023;58,491;58%;Baik
Feb-23;BH438;0;0;0;197000;1;26683;197;1;26683;200;27/2/2023;130,6;65%;Cukup
Feb-23;BH444;437200;327;25012;93300;233;63715;530,5;560;88727;200;14/2/2023;123,623;62%;Cukup
Feb-23;BH447;276950;253;20320;35300;127;23736;312,25;380;44056;160;21/2/2023;110,524;69%;Cukup
Feb-23;BH456;102600;42;9042;106100;56;28539;208,7;98;37581;250;27/2/2023;47,124;19%;Baik
Feb-23;BH475;434350;428;22841;130000;246;51079;564,35;674;73920;250;27/2/2023;116,8;47%;Baik
Feb-23;BH480;64900;14;3572;95900;6;9994;160,8;20;13566;160;27/2/2023;54,037;34%;Baik
Feb-23;BH481;22000;4;756;76550;14;8963;98,55;18;9719;160;27/2/2023;22,482;14%;Baik
Feb-23;BH482;93700;34;5469;39800;8;4753;133,5;42;10222;160;27/2/2023;38,979;24%;Baik
Feb-23;BH491;299600;184;12691;43350;181;35314;342,95;365;48005;250;6/2/2023;60,174;24%;Baik
Feb-23;BH504;88600;46;6407;24100;44;10214;112,7;90;16621;100;21/2/2023;25,614;26%;Baik
Feb-23;BH506;683650;759;37480;235550;245;67374;919,2;1004;104854;250;20/2/2023;181,507;73%;Cukup
Feb-23;BH509;62600;48;4471;33850;76;19796;96,45;124;24267;160;20/2/2023;37,048;23%;Baik
Feb-23;BH512;139000;117;6992;66800;172;34400;205,8;289;41392;100;6/2/2023;68,938;69%;Cukup
Feb-23;BH515;833350;1372;63541;182400;296;58448;1015,75;1668;121989;250;13/2/2023;189,025;76%;Cukup
Feb-23;BH517;162600;98;10504;46800;153;40012;209,4;251;50516;250;21/2/2023;95,427;38%;Baik
Feb-23;BH526;679350;770;33762;98650;317;57417;778;1087;91179;250;27/2/2023;133,78;54%;Baik
Feb-23;BH532;0;0;0;197000;1;12626;197;1;12626;250;28/2/2023;29,525;12%;Baik
Feb-23;BH595;0;0;0;53000;1;5139;53;1;5139;100;28/2/2023;7,843;8%;Baik
Feb-23;BH622;0;0;0;82500;1;8325;82,5;1;8325;160;28/2/2023;7,392;5%;Baik
Feb-23;BH626;133600;60;8649;53900;85;31451;187,5;145;40100;100;14/2/2023;72,173;72%;Cukup
Feb-23;BH633;216900;214;15138;12700;35;7675;229,6;249;22813;50;14/2/2023;42,987;86%;Kurang
Feb-23;BH634;295500;174;16650;45100;72;20199;340,6;246;36849;250;13/2/2023;45,729;18%;Baik
Feb-23;BH635;245900;136;16551;25100;119;30667;271;255;47218;160;14/2/2023;70,102;44%;Baik
Feb-23;BH636;130200;82;9891;18600;74;18836;148,8;156;28727;200;6/2/2023;70,694;35%;Baik
Feb-23;BH641;455900;298;23193;14400;94;22743;470,3;392;45936;100;13/2/2023;87,501;88%;Kurang
Feb-23;BH651;192700;117;5163;65750;23;21661;258,45;140;26824;100;20/2/2023;79,815;80%;Cukup
Feb-23;BH652;212400;163;12671;36600;25;7325;249;188;19996;160;14/2/2023;37,746;24%;Baik
Feb-23;BH654;567950;683;35352;106350;212;44748;674,3;895;80100;200;27/2/2023;126,21;63%;Cukup
Feb-23;BH677;186200;147;11589;2200;2;272;188,4;149;11861;100;13/2/2023;23,853;24%;Baik
Feb-23;BH680;0;0;0;82500;1;8693;82,5;1;8693;50;28/2/2023;29,984;60%;Baik
Feb-23;BH682;44150;18;2954;68200;17;16462;112,35;35;19416;100;27/2/2023;51,508;52%;Baik
Feb-23;BH690;0;0;0;53000;1;4036;53;1;4036;100;28/2/2023;22,643;23%;Baik
Feb-23;BH691;329350;298;16042;175700;158;41060;505,05;456;57102;100;6/2/2023;123,838;124%;Buruk
Feb-23;BH699;439400;404;28726;71600;142;37924;511;546;66650;100;21/2/2023;93,093;93%;Kurang
Feb-23;BH700;277200;33;7408;317800;34;32271;595;67;39679;160;27/2/2023;44,814;28%;Baik
Feb-23;BH703;0;0;0;56000;6;7246;56;6;7246;100;27/2/2023;12,574;13%;Baik
Feb-23;BH728;480150;466;25633;93750;255;55042;573,9;721;80675;100;27/2/2023;61,512;62%;Cukup
Feb-23;BH731;0;0;0;197000;1;10891;197;1;10891;250;28/2/2023;4,384;2%;Baik
Feb-23;BH733;0;0;0;1800;10;255;1,8;10;255;100;20/2/2023;42,613;43%;Baik
Feb-23;BH735;46900;27;2727;67900;46;20061;114,8;73;22788;160;14/2/2023;47,069;29%;Baik
Feb-23;BH739;460600;263;24942;2200;1;203;462,8;264;25145;100;14/2/2023;30,072;30%;Baik
Feb-23;BH745;352300;259;19838;1300;1;266;353,6;260;20104;160;14/2/2023;37,675;24%;Baik
Feb-23;BH751;0;0;0;66000;1;10675;66;1;10675;100;14/2/2023;59,874;60%;Baik
Feb-23;BH778;0;0;0;164000;1;18765;164;1;18765;200;28/2/2023;16,581;8%;Baik
Feb-23;BH781;0;0;0;66000;1;5995;66;1;5995;100;28/2/2023;27,216;27%;Baik
Feb-23;BH782;309500;197;15855;18700;2;4718;328,2;199;20573;160;14/2/2023;44,48;28%;Baik
Feb-23;BH788;142300;132;8940;7900;13;1651;150,2;145;10591;100;13/2/2023;51,789;52%;Baik
Feb-23;BH793;76500;51;3279;24600;112;29101;101,1;163;32380;100;21/2/2023;61,127;61%;Cukup
Feb-23;BH807;0;0;0;82500;1;6917;82,5;1;6917;100;28/2/2023;32,526;33%;Baik
Feb-23;BH811;377400;134;26496;15400;2;665;392,8;136;27161;100;27/2/2023;41,93;42%;Baik
Feb-23;BH812;0;0;0;66000;1;8731;66;1;8731;100;28/2/2023;12,012;12%;Baik
Feb-23;BH821;0;0;0;41500;1;5289;41,5;1;5289;100;27/2/2023;39,215;39%;Baik
Feb-23;BH823;0;0;0;82500;1;21319;82,5;1;21319;100;28/2/2023;17,764;18%;Baik
Feb-23;BH826;0;0;0;197000;1;24624;197;1;24624;250;28/2/2023;28,559;11%;Baik
Feb-23;BH829;43900;46;1989;3600;4;348;47,5;50;2337;100;27/2/2023;3,243;3%;Baik
Feb-23;BH830;583400;411;32264;2200;1;88;585,6;412;32352;250;14/2/2023;64,972;26%;Baik
Feb-23;BH839;216700;229;10158;31450;124;21906;248,15;353;32064;200;27/2/2023;133,094;67%;Cukup
Feb-23;BH840;142000;121;8824;18550;109;22984;160,55;230;31808;100;21/2/2023;69,411;69%;Cukup
Feb-23;BH845;174150;78;8130;47400;19;12110;221,55;97;20240;100;27/2/2023;59,786;60%;Baik
Feb-23;BH852;0;0;0;82500;1;11723;82,5;1;11723;100;28/2/2023;9,687;10%;Baik
Feb-23;BH854;0;0;0;147000;1;22589;147;1;22589;160;14/2/2023;56,151;35%;Baik
Feb-23;BH855;0;0;0;197000;1;7880;197;1;7880;250;28/2/2023;8,981;4%;Baik
Feb-23;BH870;0;0;0;105000;1;6738;105;1;6738;160;27/2/2023;11,764;7%;Baik
Feb-23;BH874;207300;134;17202;3500;5;1533;210,8;139;18735;100;21/2/2023;28,42;28%;Baik
Feb-23;BH885;376800;256;28819;24800;5;2698;401,6;261;31517;160;21/2/2023;53,76;34%;Baik
Feb-23;BH892;208100;184;8721;33450;57;11924;241,55;241;20645;100;21/2/2023;45,676;46%;Baik
Feb-23;BH899;0;0;0;82500;1;5565;82,5;1;5565;100;14/2/2023;18,46;18%;Baik
Feb-23;BH908;601600;469;40825;6600;3;1492;608,2;472;42317;160;6/2/2023;75,835;47%;Baik
Feb-23;BH911;0;0;0;41500;1;5872;41,5;1;5872;160;28/2/2023;18,431;12%;Baik
Feb-23;BH912;289800;333;19498;37450;104;24335;327,25;437;43833;100;20/2/2023;88,773;89%;Kurang
Feb-23;BH913;542900;670;32352;54500;155;29478;597,4;825;61830;160;20/2/2023;77,822;49%;Baik
Feb-23;BH914;707900;434;32160;212500;58;22089;920,4;492;54249;100;20/2/2023;107,413;107%;Buruk
Feb-23;BH920;241500;248;11445;51350;89;15569;292,85;337;27014;160;14/2/2023;113,817;71%;Cukup
Feb-23;BH931;0;0;0;197000;1;29477;197;1;29477;250;27/2/2023;53,899;22%;Baik
Feb-23;BH932;74200;7;2223;41500;1;5009;115,7;8;7232;100;28/2/2023;10,148;10%;Baik
Feb-23;BH937;0;0;0;82500;1;7809;82,5;1;7809;100;28/2/2023;24,649;25%;Baik
Feb-23;BH943;0;0;0;131000;1;17928;131;1;17928;160;28/2/2023;24,486;15%;Baik
Feb-23;BH954;414800;289;30626;5700;5;1369;420,5;294;31995;160;21/2/2023;68,232;43%;Baik
Feb-23;BH955;354400;209;26311;7900;3;1296;362,3;212;27607;160;6/2/2023;40,965;26%;Baik
Feb-23;BH966;0;0;0;66000;1;2640;66;1;2640;160;28/2/2023;8,071;5%;Baik
Feb-23;BH977;201000;124;10346;52700;24;7180;253,7;148;17526;100;27/2/2023;37,026;37%;Baik
Feb-23;BH978;0;0;0;53000;1;6118;53;1;6118;160;27/2/2023;15,689;10%;Baik
Feb-23;BH982;43700;33;1481;82500;1;8884;126,2;34;10365;100;28/2/2023;20,529;21%;Baik
Feb-23;BH983;15800;6;337;54700;4;9523;70,5;10;9860;160;27/2/2023;103,488;65%;Cukup
Feb-23;BH993;27100;21;835;39900;6;4316;67;27;5151;100;28/2/2023;7,833;8%;Baik
Feb-23;BB1038;460200;141;20356;0;0;0;460,2;141;20356;250;17/2/2023;48,411;19%;Baik
Feb-23;BB1166;19500;16;1021;0;0;0;19,5;16;1021;100;4/2/2023;1,882;2%;Baik
Feb-23;BB1359;70000;22;3946;0;0;0;70;22;3946;160;11/2/2023;25,346;16%;Baik
Feb-23;BB1360;171500;55;7041;0;0;0;171,5;55;7041;160;11/2/2023;33,087;21%;Baik
Feb-23;BB1361;150100;56;7102;0;0;0;150,1;56;7102;160;11/2/2023;28,629;18%;Baik
Feb-23;BB1375;158300;52;6500;0;0;0;158,3;52;6500;250;11/2/2023;32,385;13%;Baik
Feb-23;BB1376;216900;109;10353;0;0;0;216,9;109;10353;250;11/2/2023;24,636;10%;Baik
Feb-23;BB1377;139300;64;7968;0;0;0;139,3;64;7968;250;11/2/2023;9,372;4%;Baik
Feb-23;BB1378;141900;47;7279;0;0;0;141,9;47;7279;250;11/2/2023;9,147;4%;Baik
Feb-23;BB1461;133900;140;3419;0;0;0;133,9;140;3419;200;23/2/2023;8,336;4%;Baik
Feb-23;BB1482;135600;57;5303;0;0;0;135,6;57;5303;160;3/2/2023;16,68;10%;Baik
Feb-23;BB1483;77900;26;3782;0;0;0;77,9;26;3782;160;3/2/2023;23,159;14%;Baik
Feb-23;BB1484;7000;2;817;0;0;0;7;2;817;160;3/2/2023;47,857;30%;Baik
Feb-23;BB1485;62000;25;3657;0;0;0;62;25;3657;160;3/2/2023;97,945;61%;Cukup
Feb-23;BB1486;6600;3;289;0;0;0;6,6;3;289;160;3/2/2023;60,522;38%;Baik
Feb-23;BB1487;8800;5;545;0;0;0;8,8;5;545;160;3/2/2023;20,763;13%;Baik
Feb-23;BB1489;27600;10;2907;0;0;0;27,6;10;2907;160;3/2/2023;72,415;45%;Baik
Feb-23;BB1490;43700;10;1545;0;0;0;43,7;10;1545;160;3/2/2023;66,201;41%;Baik
Feb-23;BD452;21000;8;968;0;0;0;21;8;968;200;1/2/2023;9,723;5%;Baik
Feb-23;BE070;3500;1;173;0;0;0;3,5;1;173;100;24/2/2023;24,675;25%;Baik
Feb-23;BE147;72800;68;3227;0;0;0;72,8;68;3227;100;23/2/2023;17,758;18%;Baik
Feb-23;BE1583;135300;103;7311;0;0;0;135,3;103;7311;100;23/2/2023;55,318;55%;Baik
Feb-23;BE1620;33000;5;5011;0;0;0;33;5;5011;50;23/2/2023;16,871;34%;Baik
Feb-23;BH1036;9600;6;1302;0;0;0;9,6;6;1302;160;20/2/2023;55,454;35%;Baik
Feb-23;BH1039;5300;5;485;0;0;0;5,3;5;485;100;28/2/2023;26,757;27%;Baik
Feb-23;BH688;182500;141;15599;0;0;0;182,5;141;15599;100;14/2/2023;34,611;35%;Baik
Feb-23;BH740;162700;57;12040;0;0;0;162,7;57;12040;100;14/2/2023;31,802;32%;Baik
Feb-23;BH827;2600;2;159;0;0;0;2,6;2;159;100;13/2/2023;48,364;48%;Baik
Feb-23;BH946;243000;156;15573;0;0;0;243;156;15573;100;6/2/2023;28,301;28%;Baik
Feb-23;BH958;170000;140;8216;0;0;0;170;140;8216;100;13/2/2023;20,293;20%;Baik
Feb-23;BH984;152600;94;11572;0;0;0;152,6;94;11572;200;6/2/2023;17,129;9%;Baik
Mar-23;BB1144;171350;111;7422,5;146000;82;27822;317350;193;35244,5;100;28/3/2023;45,134;45%;Baik
Mar-23;BH247;52400;34;2162,8;35400;26;6643;87800;60;8805,8;100;13/3/2023;71,379;71%;Cukup
Mar-23;BB019;271400;223;13384,9;336150;139;48837;607550;362;62221,9;200;15/3/2023;138,994;69%;Cukup
Mar-23;BB031;425800;477;20986;406400;189;66998;832200;666;87984;200;10/3/2023;58,65;29%;Baik
Mar-23;BB048;0;0;0;131000;1;5240;131000;1;5240;200;30/3/2023;40,93;20%;Baik
Mar-23;BB055;0;0;0;197000;1;7880;197000;1;7880;200;30/3/2023;39,931;20%;Baik
Mar-23;BB079;270600;204;12119,3;44000;112;22517;314600;316;34636,3;200;19/3/2023;76,481;38%;Baik
Mar-23;BB084;5200;4;448,7;210000;2;8400;215200;6;8848,7;200;30/3/2023;45,825;23%;Baik
Mar-23;BB085;567750;758;29142,2;292250;200;57584;860000;958;86726,2;250;10/3/2023;71,782;29%;Baik
Mar-23;BB087;111800;44;9424;234600;131;49210;346400;175;58634;200;28/3/2023;91,65;46%;Baik
Mar-23;BB1000;71250;67;2940,6;27300;66;11840;98550;133;14780,6;100;28/3/2023;77,495;77%;Cukup
Mar-23;BB1003;0;0;0;66000;1;3672;66000;1;3672;100;10/3/2023;15,524;16%;Baik
Mar-23;BB1011;0;0;0;131000;1;27636;131000;1;27636;160;29/3/2023;39,952;25%;Baik
Mar-23;BB1016;0;0;0;66000;1;4473;66000;1;4473;200;10/3/2023;19,09;10%;Baik
Mar-23;BB1032;0;0;0;131000;1;5707;131000;1;5707;160;28/3/2023;8,303;5%;Baik
Mar-23;BB1040;0;0;0;197000;1;24992;197000;1;24992;200;10/3/2023;12,012;6%;Baik
Mar-23;BB1069;255550;284;18437,5;135550;134;30361;391100;418;48798,5;100;31/3/2023;73,6;74%;Cukup
Mar-23;BB107;380900;603;25740,7;68950;362;51600;449850;965;77340,7;250;8/3/2023;157,739;63%;Cukup
Mar-23;BB1070;349600;350;15093,9;44450;87;18287;394050;437;33380,9;100;7/3/2023;40,71;41%;Baik
Mar-23;BB1076;333950;510;24584,7;50050;208;28874;384000;718;53458,7;100;25/3/2023;99,13;99%;Kurang
Mar-23;BB1086;1230700;204;87256,1;220900;45;51545;1451600;249;138801,1;100;4/3/2023;21,252;21%;Baik
Mar-23;BB1091;0;0;0;183900;6;16394;183900;6;16394;50;25/3/2023;91,31;183%;Buruk
Mar-23;BB1095;0;0;0;197000;1;30568;197000;1;30568;200;10/3/2023;0,69;0%;Baik
Mar-23;BB1099;0;0;0;197000;1;10673;197000;1;10673;250;10/3/2023;26,45;11%;Baik
Mar-23;BB1100;0;0;0;82500;1;9595;82500;1;9595;100;10/3/2023;26,22;26%;Baik
Mar-23;BB1112;0;0;0;197000;1;18895;197000;1;18895;250;10/3/2023;17,787;7%;Baik
Mar-23;BB1117;0;0;0;66000;1;9047;66000;1;9047;100;19/3/2023;39,79;40%;Baik
Mar-23;BB1119;325700;321;16729,4;90400;109;17381;416100;430;34110,4;100;18/3/2023;73,761;74%;Cukup
Mar-23;BB1127;0;0;0;105000;1;13002;105000;1;13002;160;19/3/2023;45,409;28%;Baik
Mar-23;BB1143;139300;23;9173,7;309500;36;31958;448800;59;41131,7;100;31/3/2023;71,209;71%;Cukup
Mar-23;BB1168;514200;391;23415,2;123400;148;26003;637600;539;49418,2;200;18/3/2023;44,85;22%;Baik
Mar-23;BB1173;0;0;0;147000;1;8255;147000;1;8255;160;1/3/2023;7,99;5%;Baik
Mar-23;BB1176;0;0;0;147000;1;17757;147000;1;17757;160;1/3/2023;40,812;26%;Baik
Mar-23;BB1177;0;0;0;66000;1;4289;66000;1;4289;100;10/3/2023;11,73;12%;Baik
Mar-23;BB1178;0;0;0;82500;1;7690;82500;1;7690;100;31/3/2023;39,725;40%;Baik
Mar-23;BB1182;0;0;0;53000;1;5186;53000;1;5186;100;1/3/2023;13,012;13%;Baik
Mar-23;BB119;415650;328;24560,5;182350;242;56654;598000;570;81214,5;200;28/3/2023;142,065;71%;Cukup
Mar-23;BB121;278900;116;17367,7;121350;101;45214;400250;217;62581,7;200;1/3/2023;66,138;33%;Baik
Mar-23;BB122;266900;115;17564,7;103500;87;28819;370400;202;46383,7;200;1/3/2023;60,182;30%;Baik
Mar-23;BB1220;0;0;0;53000;1;2120;53000;1;2120;100;23/3/2023;130,785;131%;Buruk
Mar-23;BB1224;0;0;0;197000;1;18471;197000;1;18471;200;25/3/2023;9,2;5%;Baik
Mar-23;BB1225;282050;143;15160,3;102450;75;23167;384500;218;38327,3;160;7/3/2023;40,48;25%;Baik
Mar-23;BB123;0;0;0;82500;1;13819;82500;1;13819;100;29/3/2023;40,108;40%;Baik
Mar-23;BB1236;0;0;0;105000;1;21125;105000;1;21125;100;31/3/2023;37,453;37%;Baik
Mar-23;BB1237;0;0;0;66000;1;2640;66000;1;2640;100;4/3/2023;70,686;71%;Cukup
Mar-23;BB1238;0;0;0;105000;1;7858;105000;1;7858;160;10/3/2023;9,933;6%;Baik
Mar-23;BB1244;521550;769;38802,8;25600;36;6226;547150;805;45028,8;100;18/3/2023;40,83;41%;Baik
Mar-23;BB1249;0;0;0;82500;1;5030;82500;1;5030;100;4/3/2023;88,033;88%;Kurang
Mar-23;BB1250;0;0;0;53000;1;10212;53000;1;10212;100;10/3/2023;18,018;18%;Baik
Mar-23;BB1251;0;0;0;164000;1;6560;164000;1;6560;200;10/3/2023;12,936;6%;Baik
Mar-23;BB1254;247400;258;12686,3;15350;19;2472;262750;277;15158,3;100;18/3/2023;24,61;25%;Baik
Mar-23;BB1264;0;0;0;3500;1;140;3500;1;140;100;29/3/2023;41,528;42%;Baik
Mar-23;BB1265;0;0;0;53000;1;2120;53000;1;2120;100;25/3/2023;8,74;9%;Baik
Mar-23;BB1266;0;0;0;66000;1;2640;66000;1;2640;100;29/3/2023;38,416;38%;Baik
Mar-23;BB1269;0;0;0;16500;1;3786;16500;1;3786;100;31/3/2023;34,428;34%;Baik
Mar-23;BB1274;0;0;0;131000;1;12325;131000;1;12325;160;29/3/2023;47,511;30%;Baik
Mar-23;BB1275;0;0;0;23000;2;2106;23000;2;2106;250;4/3/2023;18,989;8%;Baik
Mar-23;BB1277;13400;3;1029,4;129200;4;11797;142600;7;12826,4;200;10/3/2023;11,96;6%;Baik
Mar-23;BB1278;0;0;0;41500;1;5818;41500;1;5818;200;10/3/2023;26,565;13%;Baik
Mar-23;BB1279;0;0;0;164000;2;20616;164000;2;20616;250;10/3/2023;13,224;5%;Baik
Mar-23;BB1280;17600;4;1743,7;56800;3;5433;74400;7;7176,7;200;1/3/2023;23,409;12%;Baik
Mar-23;BB1283;0;0;0;33000;1;1320;33000;1;1320;250;19/3/2023;14,218;6%;Baik
Mar-23;BB1289;39550;47;2661,7;9050;11;1720;48600;58;4381,7;100;25/3/2023;24,61;25%;Baik
Mar-23;BB1294;311100;420;21836,2;34500;129;19977;345600;549;41813,2;100;10/3/2023;107,38;107%;Buruk
Mar-23;BB1295;676550;605;26057,2;49300;127;22361;725850;732;48418,2;100;9/3/2023;34,566;35%;Baik
Mar-23;BB1300;0;0;0;197000;1;32710;197000;1;32710;250;10/3/2023;14,553;6%;Baik
Mar-23;BB1302;0;0;0;82500;1;12223;82500;1;12223;100;31/3/2023;33,127;33%;Baik
Mar-23;BB1304;0;0;0;197000;1;45251;197000;1;45251;250;31/3/2023;46,694;19%;Baik
Mar-23;BB1310;0;0;0;53000;1;4016;53000;1;4016;100;31/3/2023;30,947;31%;Baik
Mar-23;BB1314;0;0;0;105000;1;4200;105000;1;4200;100;29/3/2023;42,89;43%;Baik
Mar-23;BB1315;0;0;0;66000;1;2640;66000;1;2640;100;18/3/2023;16,216;16%;Baik
Mar-23;BB1325;0;0;0;271500;4;16916;271500;4;16916;160;3/3/2023;61,817;39%;Baik
Mar-23;BB1332;900;1;13,7;66000;1;8361;66900;2;8374,7;100;18/3/2023;18,63;19%;Baik
Mar-23;BB134;199300;41;6896,5;174900;18;31338;374200;59;38234,5;200;28/3/2023;99,216;50%;Baik
Mar-23;BB1344;0;0;0;230000;2;12282;230000;2;12282;200;31/3/2023;32,29;16%;Baik
Mar-23;BB1349;0;0;0;105000;1;13467;105000;1;13467;100;10/3/2023;24,752;25%;Baik
Mar-23;BB135;588250;826;41954,1;81700;93;19859;669950;919;61813,1;100;7/3/2023;101,522;102%;Buruk
Mar-23;BB1357;0;0;0;197000;1;20380;197000;1;20380;250;18/3/2023;20,01;8%;Baik
Mar-23;BB1363;129800;72;7699,1;7700;1;1817;137500;73;9516,1;160;4/3/2023;19,32;12%;Baik
